player,team,season,matches,runs,balls_faced,fours,sixes,wickets,runs_conceded,balls_bowled,catches,fantasy_points,wins,batting_sr,bowling_econ
FJ Klaassen,Netherlands,2021/22,4,12,22,1,0,7,154,216,1,287,0,54.54545454545454,4.277777777777778
FJ Klaassen,Netherlands,2022,1,3,4,0,0,0,37,47,0,18,0,75.0,4.723404255319149
FJ Klaassen,Netherlands,2022/23,5,12,16,0,1,7,232,280,1,295,1,75.0,4.9714285714285715
FL Reifer,West Indies,2009,3,50,100,3,1,0,0,0,2,94,0,50.0,0.0
FL Reifer,West Indies,2009/10,3,36,90,3,0,0,0,0,0,44,0,40.0,0.0
FRJ Coleman,Scotland,2013,1,10,24,2,0,0,0,0,0,16,0,41.66666666666667,0.0
FRJ Coleman,Scotland,2013/14,2,43,43,6,0,0,0,0,0,73,2,100.0,0.0
FRJ Coleman,Scotland,2014,2,30,55,3,1,0,0,0,0,48,0,54.54545454545454,0.0
FRJ Coleman,Scotland,2014/15,3,77,98,7,0,0,0,0,5,158,0,78.57142857142857,0.0
FY Fazal,India,2016,2,55,65,7,1,0,0,0,1,109,2,84.61538461538461,0.0
Fahad Alhashmi,United Arab Emirates,2008,2,0,6,0,0,2,49,71,0,75,0,0.0,4.140845070422535
Fahad Alhashmi,United Arab Emirates,2014/15,1,0,0,0,0,0,44,45,0,15,0,0.0,5.866666666666666
Fahad Nawaz,United Arab Emirates,2018/19,2,2,10,0,0,0,0,0,0,-1,1,20.0,0.0
Faheem Ashraf,Pakistan,2017,1,15,15,1,1,2,34,41,0,88,1,100.0,4.975609756097561
Faheem Ashraf,Pakistan,2017/18,8,63,78,4,4,5,218,267,3,350,3,80.76923076923077,4.898876404494382
Faheem Ashraf,Pakistan,2018,6,21,45,2,0,11,103,216,2,436,5,46.666666666666664,2.861111111111111
Faheem Ashraf,Pakistan,2018/19,6,47,48,5,1,1,232,277,0,200,2,97.91666666666666,5.025270758122744
Faheem Ashraf,Pakistan,2019,2,16,16,1,0,1,139,119,0,82,0,100.0,7.008403361344539
Faheem Ashraf,Pakistan,2020/21,2,23,18,3,0,1,87,102,0,104,2,127.77777777777777,5.117647058823529
Faheem Ashraf,Pakistan,2021,6,33,50,2,1,2,226,243,3,207,2,66.0,5.580246913580247
Faheem Ashraf,Pakistan,2023,2,4,12,0,0,1,99,104,2,79,1,33.33333333333333,5.711538461538462
Faisal Akram,Pakistan,2024/25,3,0,0,0,0,5,80,117,1,180,2,0.0,4.102564102564102
Faisal Athar,Pakistan,2003,1,9,39,1,0,0,0,0,0,7,0,23.076923076923077,0.0
Faisal Hossain,Bangladesh,2004,2,18,45,2,0,0,0,0,1,28,0,40.0,0.0
Faisal Hossain,Bangladesh,2010,2,8,9,0,0,1,53,73,1,69,1,88.88888888888889,4.356164383561644
Faisal Iqbal,Pakistan,2002/03,3,61,98,4,0,0,0,0,0,81,3,62.244897959183675,0.0
Faisal Iqbal,Pakistan,2003,2,21,80,2,0,0,0,0,1,36,1,26.25,0.0
Faisal Iqbal,Pakistan,2003/04,2,22,33,2,0,0,0,0,0,27,0,66.66666666666666,0.0
Faisal Iqbal,Pakistan,2006/07,1,30,49,3,0,0,0,0,1,54,0,61.224489795918366,0.0
Fakhar Zaman,Pakistan,2017,4,252,233,33,5,0,25,21,2,515,4,108.15450643776825,7.142857142857143
Fakhar Zaman,Pakistan,2017/18,9,298,371,31,7,1,19,18,6,593,5,80.3234501347709,6.333333333333333
Fakhar Zaman,Pakistan,2018,9,571,556,68,8,0,36,60,4,1126,6,102.6978417266187,3.6
Fakhar Zaman,Pakistan,2018/19,8,321,368,43,1,0,8,12,0,567,3,87.22826086956522,4.0
Fakhar Zaman,Pakistan,2019,12,386,400,41,9,0,23,24,6,750,4,96.5,5.75
Fakhar Zaman,Pakistan,2019/20,2,130,156,13,2,0,0,0,2,246,2,83.33333333333334,0.0
Fakhar Zaman,Pakistan,2020/21,2,3,3,0,0,0,0,0,1,11,1,100.0,0.0
Fakhar Zaman,Pakistan,2021,6,365,408,35,13,0,0,0,2,725,2,89.4607843137255,0.0
Fakhar Zaman,Pakistan,2021/22,3,102,94,13,2,0,0,0,2,196,2,108.51063829787233,0.0
Fakhar Zaman,Pakistan,2022,6,201,264,25,1,0,0,0,4,387,6,76.13636363636364,0.0
Fakhar Zaman,Pakistan,2022/23,3,157,203,17,1,0,0,0,2,296,1,77.33990147783251,0.0
Fakhar Zaman,Pakistan,2023,10,428,483,50,7,0,0,0,6,856,6,88.6128364389234,0.0
Fakhar Zaman,Pakistan,2023/24,4,220,182,14,18,0,0,0,3,500,3,120.87912087912088,0.0
Farhad Reza,Bangladesh,2006,4,90,106,17,1,0,66,91,2,223,4,84.90566037735849,4.351648351648352
Farhad Reza,Bangladesh,2006/07,7,46,71,4,1,0,139,129,4,157,3,64.7887323943662,6.465116279069767
Farhad Reza,Bangladesh,2007,3,37,43,0,3,2,77,112,0,153,0,86.04651162790698,4.125
Farhad Reza,Bangladesh,2007/08,9,108,203,11,1,7,298,297,1,443,0,53.20197044334976,6.02020202020202
Farhad Reza,Bangladesh,2008,5,13,62,0,0,5,178,189,1,207,0,20.967741935483872,5.650793650793651
Farhad Reza,Bangladesh,2011/12,3,22,37,2,0,0,2,12,2,54,0,59.45945945945946,1.0
Fawad Ahmed,Australia,2013,2,4,2,1,0,2,106,84,0,88,2,200.0,7.571428571428571
Fawad Alam,Pakistan,2007/08,6,65,62,6,1,0,186,229,3,219,6,104.83870967741935,4.873362445414847
Fawad Alam,Pakistan,2008,4,65,85,3,0,2,127,131,1,192,3,76.47058823529412,5.816793893129772
Fawad Alam,Pakistan,2008/09,1,26,27,1,0,0,15,6,0,36,1,96.29629629629629,15.0
Fawad Alam,Pakistan,2009,3,54,118,3,0,0,0,0,1,72,0,45.76271186440678,0.0
Fawad Alam,Pakistan,2009/10,3,117,175,6,0,0,0,0,1,169,0,66.85714285714286,0.0
Fawad Alam,Pakistan,2010,5,153,201,8,0,0,0,0,2,221,2,76.11940298507463,0.0
Fawad Alam,Pakistan,2010/11,5,123,164,6,0,0,0,0,2,179,2,75.0,0.0
Fawad Alam,Pakistan,2013/14,2,188,208,12,5,0,12,12,0,324,1,90.38461538461539,6.0
Fawad Alam,Pakistan,2014,3,130,177,13,0,0,10,6,0,206,1,73.44632768361582,10.0
Fawad Alam,Pakistan,2014/15,3,27,68,1,0,1,23,18,0,53,0,39.705882352941174,7.666666666666667
Fawad Alam,Pakistan,2015,3,18,36,1,0,0,0,0,1,27,0,50.0,0.0
Fayyaz Ahmed,United Arab Emirates,2014,1,37,82,5,0,0,16,42,0,83,1,45.1219512195122,2.2857142857142856
Fayyaz Ahmed,United Arab Emirates,2016,1,4,16,0,0,0,53,60,0,24,0,25.0,5.3
Fayyaz Butt,Oman,2019,5,33,43,2,0,3,161,202,2,205,3,76.74418604651163,4.782178217821783
Fayyaz Butt,Oman,2021/22,3,9,7,0,1,5,136,173,0,200,2,128.57142857142858,4.716763005780347
Fayyaz Butt,Oman,2022,8,38,46,4,0,8,259,310,2,389,4,82.6086956521739,5.012903225806451
Fayyaz Butt,Oman,2023,7,52,66,6,1,12,395,351,1,513,2,78.78787878787878,6.752136752136752
Fayyaz Butt,Oman,2024,7,69,122,5,1,7,250,313,3,419,2,56.557377049180324,4.7923322683706076
Fazle Mahmud,Bangladesh,2018/19,2,0,9,0,0,0,14,20,1,8,2,0.0,4.2
G Bajwa,Canada,2024,1,0,0,0,0,0,34,38,0,12,1,0.0,5.368421052631579
G Chapple,England,2006,1,14,7,1,1,0,14,24,0,32,1,200.0,3.5
G Coetzee,South Africa,2022/23,2,1,3,0,0,5,101,125,0,169,1,33.33333333333333,4.848
G Coetzee,South Africa,2023/24,11,56,87,4,1,22,541,507,3,811,8,64.36781609195403,6.402366863905326
G Gambhir,India,2003,1,11,34,1,0,0,0,0,0,11,0,32.35294117647059,0.0
G Gambhir,India,2005/06,10,247,289,37,2,0,11,8,6,518,7,85.46712802768167,8.25
G Gambhir,India,2006/07,1,0,7,0,0,0,0,0,0,-3,0,0.0,0.0
G Gambhir,India,2007,10,405,538,41,2,0,0,0,1,690,7,75.27881040892194,0.0
G Gambhir,India,2007/08,17,563,743,56,2,0,0,0,2,931,8,75.77388963660835,0.0
G Gambhir,India,2008,13,504,521,61,3,0,0,0,4,923,8,96.73704414587331,0.0
G Gambhir,India,2008/09,14,550,623,60,2,0,0,0,6,996,11,88.28250401284109,0.0
G Gambhir,India,2009,3,57,56,2,1,0,0,0,1,88,2,101.78571428571428,0.0
G Gambhir,India,2009/10,17,554,629,58,3,0,0,0,6,1008,9,88.07631160572336,0.0
G Gambhir,India,2010,4,203,252,17,1,0,0,0,0,325,3,80.55555555555556,0.0
G Gambhir,India,2010/11,14,722,785,81,0,0,0,0,2,1275,12,91.97452229299363,0.0
G Gambhir,India,2011/12,20,746,895,70,1,0,0,0,3,1218,13,83.35195530726257,0.0
G Gambhir,India,2012,5,258,309,21,0,0,0,0,1,425,4,83.49514563106796,0.0
G Gambhir,India,2012/13,8,161,252,22,0,0,0,0,0,265,4,63.888888888888886,0.0
G Goudie,Scotland,2011,1,0,0,0,0,3,18,42,1,105,1,0.0,2.5714285714285716
G Hoey,Ireland,2024/25,2,24,30,2,1,1,114,102,1,103,0,80.0,6.705882352941177
G Kirsten,South Africa,2002/03,6,186,228,24,2,0,0,0,2,349,3,81.57894736842105,0.0
G Malla,Nepal,2018,1,4,4,1,0,0,0,0,0,8,0,100.0,0.0
G Malla,Nepal,2018/19,3,75,102,9,0,0,0,0,1,124,2,73.52941176470588,0.0
G Malla,Nepal,2019/20,4,79,134,10,1,0,0,0,1,145,2,58.95522388059702,0.0
G Malla,Nepal,2021,5,141,191,9,5,0,0,0,2,237,4,73.82198952879581,0.0
G Malla,Nepal,2021/22,3,62,134,4,0,1,5,13,2,133,1,46.26865671641791,2.307692307692308
G Malla,Nepal,2022/23,15,372,544,42,9,0,12,6,5,690,9,68.38235294117648,12.0
G Malla,Nepal,2023,2,20,36,3,0,0,0,0,1,40,1,55.55555555555556,0.0
G Motie,West Indies,2022,4,15,27,1,0,8,131,223,0,329,0,55.55555555555556,3.5246636771300452
G Motie,West Indies,2023,3,39,37,4,3,6,99,161,0,293,1,105.40540540540539,3.68944099378882
G Motie,West Indies,2023/24,6,16,38,2,0,8,194,285,3,346,2,42.10526315789473,4.08421052631579
G Motie,West Indies,2024/25,9,94,94,9,3,11,383,491,5,681,6,100.0,4.680244399185336
G Onions,England,2009,1,0,0,0,0,1,25,57,0,52,1,0.0,2.6315789473684212
G Onions,England,2009/10,3,1,2,0,0,3,145,158,1,134,2,50.0,5.506329113924051
G Singh,United States of America,2021,1,9,28,0,0,0,0,0,0,5,1,32.142857142857146,0.0
G Singh,United States of America,2022,15,399,487,39,4,1,5,12,7,738,6,81.93018480492813,2.5
G Singh,United States of America,2022/23,4,133,171,13,3,0,0,0,1,225,3,77.77777777777779,0.0
G Singh,United States of America,2023,11,397,469,34,10,5,90,101,6,903,4,84.64818763326227,5.346534653465347
G Snyman,Namibia,2002/03,5,5,9,1,0,6,255,314,0,272,0,55.55555555555556,4.872611464968153
G Toka,Papua New Guinea,2019,6,103,198,7,0,0,0,0,4,153,0,52.02020202020202,0.0
G Toka,Papua New Guinea,2021,6,78,118,8,1,2,97,96,1,200,0,66.10169491525424,6.0625
G Toka,Papua New Guinea,2022/23,6,61,111,4,1,0,10,6,1,87,1,54.95495495495496,10.0
G Toka,Papua New Guinea,2023,3,26,69,2,0,0,0,0,1,41,0,37.68115942028986,0.0
GA Lamb,Zimbabwe,2009/10,5,60,175,1,0,4,124,242,0,256,1,34.285714285714285,3.074380165289256
GA Lamb,Zimbabwe,2010,4,74,127,1,0,2,127,170,0,198,2,58.26771653543307,4.482352941176471
GA Lamb,Zimbabwe,2010/11,5,62,86,4,1,3,156,217,0,242,2,72.09302325581395,4.313364055299539
GA Lamb,Zimbabwe,2011,1,1,1,0,0,0,37,30,0,9,0,100.0,7.4
GA Manou,Australia,2009/10,2,7,6,0,0,0,0,0,5,63,2,116.66666666666667,0.0
GA Rogers,Scotland,2006/07,3,32,50,5,0,2,113,111,1,147,0,64.0,6.108108108108108
GA Rogers,Scotland,2008,1,0,0,0,0,1,23,43,0,53,1,0.0,3.2093023255813953
GB Brent,Zimbabwe,2003,2,0,0,0,0,0,4,6,1,16,1,0.0,4.0
GB Brent,Zimbabwe,2003/04,5,24,32,4,0,3,176,227,0,213,3,75.0,4.651982378854625
GB Brent,Zimbabwe,2006/07,7,41,98,1,1,13,229,367,3,559,0,41.83673469387755,3.7438692098092643
GB Brent,Zimbabwe,2007,3,62,86,4,2,3,129,162,0,255,0,72.09302325581395,4.777777777777778
GB Brent,Zimbabwe,2007/08,7,65,89,4,0,3,291,378,2,333,1,73.03370786516854,4.619047619047619
GB Hogg,Australia,2002/03,17,131,161,12,1,23,606,840,3,1138,16,81.36645962732919,4.328571428571428
GB Hogg,Australia,2003,6,57,66,4,0,5,165,307,1,359,4,86.36363636363636,3.224755700325733
GB Hogg,Australia,2003/04,7,37,43,2,0,8,210,315,0,384,4,86.04651162790698,4.0
GB Hogg,Australia,2004,3,43,41,2,0,5,86,104,0,222,2,104.8780487804878,4.961538461538462
GB Hogg,Australia,2004/05,5,74,100,3,0,8,227,233,0,365,3,74.0,5.845493562231759
GB Hogg,Australia,2005,5,18,28,1,0,6,123,182,1,254,2,64.28571428571429,4.054945054945055
GB Hogg,Australia,2005/06,15,57,83,4,0,19,480,693,5,856,11,68.67469879518072,4.1558441558441555
GB Hogg,Australia,2006/07,21,145,158,10,4,22,601,877,6,1191,14,91.77215189873418,4.111744583808438
GB Hogg,Australia,2007/08,16,85,138,2,0,21,560,764,2,949,11,61.59420289855072,4.397905759162303
GB Murgatroyd,Namibia,2002/03,6,90,148,7,1,0,0,0,0,126,0,60.810810810810814,0.0
GC Smith,South Africa,2002/03,3,121,147,16,0,0,10,6,2,221,1,82.31292517006803,10.0
GC Smith,South Africa,2003,5,120,173,16,0,0,0,0,3,216,3,69.36416184971098,0.0
GC Smith,South Africa,2003/04,8,281,403,34,0,0,6,6,1,483,3,69.72704714640199,6.0
GC Smith,South Africa,2004,3,116,165,12,0,1,40,46,0,216,0,70.3030303030303,5.217391304347826
GC Smith,South Africa,2004/05,9,477,616,39,4,0,32,40,5,849,6,77.43506493506493,4.8
GC Smith,Africa XI,2005,1,0,6,0,0,0,0,0,0,-3,0,0.0,0.0
GC Smith,South Africa,2005,1,6,8,1,0,0,7,6,2,28,1,75.0,7.0
GC Smith,South Africa,2005/06,19,624,725,79,5,6,302,389,6,1433,10,86.06896551724138,4.658097686375322
GC Smith,South Africa,2006/07,23,737,744,95,11,8,288,348,20,1822,15,99.05913978494624,4.9655172413793105
GC Smith,South Africa,2007,3,170,193,22,2,0,0,0,1,320,3,88.08290155440415,0.0
GC Smith,South Africa,2007/08,16,720,952,78,4,0,0,0,13,1322,13,75.63025210084034,0.0
GC Smith,South Africa,2008,2,30,37,3,0,0,0,0,0,42,0,81.08108108108108,0.0
GC Smith,South Africa,2008/09,5,140,167,17,0,0,0,0,0,224,3,83.8323353293413,0.0
GC Smith,South Africa,2009/10,8,362,364,47,3,0,0,0,5,720,4,99.45054945054946,0.0
GC Smith,South Africa,2010,5,119,162,8,1,0,0,0,4,203,5,73.4567901234568,0.0
GC Smith,South Africa,2010/11,18,548,765,55,2,0,0,0,13,966,13,71.63398692810458,0.0
GC Smith,South Africa,2011/12,9,318,420,27,5,0,0,0,3,566,5,75.71428571428571,0.0
GC Smith,South Africa,2012,4,100,161,9,0,0,0,0,1,160,2,62.11180124223602,0.0
GC Smith,South Africa,2012/13,7,244,322,27,1,0,0,0,5,454,3,75.77639751552795,0.0
GC Smith,South Africa,2013/14,4,47,83,3,0,0,0,0,2,79,1,56.62650602409639,0.0
GC Tonge,West Indies,2009,2,1,1,0,0,0,105,123,0,49,0,100.0,5.121951219512195
GC Tonge,West Indies,2009/10,3,9,15,1,0,5,112,184,0,233,0,60.0,3.652173913043478
GC Wilson,Ireland,2007,1,13,24,2,0,0,0,0,0,21,0,54.166666666666664,0.0
GC Wilson,Ireland,2008,2,51,71,6,0,0,0,0,1,92,1,71.83098591549296,0.0
GC Wilson,Ireland,2008/09,1,0,6,0,0,0,0,0,1,5,0,0.0,0.0
GC Wilson,Ireland,2009,1,14,27,2,0,0,0,0,1,30,1,51.85185185185185,0.0
GC Wilson,Ireland,2010,3,112,125,13,1,0,0,0,3,222,1,89.60000000000001,0.0
GC Wilson,Ireland,2010/11,4,122,145,12,4,0,0,0,0,218,2,84.13793103448276,0.0
GC Wilson,Ireland,2011,3,113,124,8,2,0,0,0,3,203,2,91.12903225806451,0.0
GC Wilson,Ireland,2011/12,2,44,81,3,0,0,0,0,1,80,1,54.32098765432099,0.0
GC Wilson,Ireland,2012,1,0,4,0,0,0,0,0,0,-3,0,0.0,0.0
GC Wilson,Ireland,2013,5,21,47,1,0,0,0,0,3,61,2,44.680851063829785,0.0
GC Wilson,Ireland,2013/14,1,62,96,3,0,0,0,0,2,114,0,64.58333333333334,0.0
GC Wilson,Ireland,2014,1,3,2,0,0,0,0,0,2,19,0,150.0,0.0
GC Wilson,Ireland,2014/15,7,162,180,19,1,0,0,0,7,335,4,90.0,0.0
GC Wilson,Ireland,2015,2,4,12,0,0,0,0,0,0,4,0,33.33333333333333,0.0
GC Wilson,Ireland,2015/16,3,154,174,13,3,0,0,0,2,278,1,88.50574712643679,0.0
GC Wilson,Ireland,2016,2,32,47,3,0,0,0,0,2,60,0,68.08510638297872,0.0
GC Wilson,Ireland,2016/17,3,50,87,0,1,0,0,0,1,66,1,57.47126436781609,0.0
GC Wilson,Ireland,2017,6,80,123,8,0,0,0,0,2,140,0,65.04065040650406,0.0
GC Wilson,Ireland,2017/18,7,141,200,8,2,0,0,0,3,225,5,70.5,0.0
GC Wilson,Ireland,2019,4,54,78,4,0,0,0,0,4,104,0,69.23076923076923,0.0
GD Drummond,Scotland,2008,3,10,9,1,0,1,79,104,0,80,1,111.11111111111111,4.557692307692308
GD Drummond,Scotland,2011,1,0,0,0,0,0,44,55,1,26,1,0.0,4.800000000000001
GD Elliott,New Zealand,2008,4,103,149,6,1,5,40,78,1,323,3,69.12751677852349,3.076923076923077
GD Elliott,New Zealand,2008/09,10,274,330,20,1,4,197,210,2,595,3,83.03030303030303,5.628571428571429
GD Elliott,New Zealand,2009,2,63,116,2,0,0,9,12,0,79,0,54.310344827586206,4.5
GD Elliott,New Zealand,2009/10,5,126,176,9,1,4,44,77,0,332,3,71.5909090909091,3.4285714285714284
GD Elliott,New Zealand,2010,2,18,56,1,0,0,0,0,0,16,1,32.142857142857146,0.0
GD Elliott,New Zealand,2010/11,6,88,177,9,0,2,87,116,1,240,0,49.717514124293785,4.5
GD Elliott,New Zealand,2012/13,6,172,245,17,0,0,46,56,2,288,3,70.20408163265306,4.928571428571428
GD Elliott,New Zealand,2013,2,27,44,2,0,1,13,12,0,68,2,61.36363636363637,6.5
GD Elliott,New Zealand,2013/14,5,98,140,7,2,0,20,18,0,154,1,70.0,6.666666666666667
GD Elliott,New Zealand,2014/15,14,577,577,48,12,9,210,207,4,1300,12,100.0,6.086956521739131
GD Elliott,New Zealand,2015,11,254,236,23,7,7,249,269,2,709,5,107.62711864406779,5.5539033457249065
GD Elliott,New Zealand,2015/16,5,113,148,5,3,3,147,177,2,325,4,76.35135135135135,4.983050847457627
GD McGrath,Australia,2002/03,12,3,2,0,0,22,342,624,2,934,12,150.0,3.2884615384615383
GD McGrath,Australia,2003,2,0,0,0,0,1,63,84,0,59,1,0.0,4.5
GD McGrath,Australia,2004,6,0,1,0,0,4,178,307,3,269,5,0.0,3.478827361563518
GD McGrath,Australia,2004/05,6,1,4,0,0,11,166,330,2,467,5,25.0,3.018181818181818
GD McGrath,Australia,2005,6,2,9,0,0,6,177,299,0,309,3,22.22222222222222,3.551839464882943
GD McGrath,Australia,2005/06,5,2,7,0,0,5,153,256,2,264,4,28.57142857142857,3.5859375
GD McGrath,Australia,2006/07,28,10,21,0,0,49,908,1382,2,1884,21,47.61904761904761,3.9421128798842258
GD Phillips,New Zealand,2022,6,157,167,13,6,3,81,74,4,394,5,94.01197604790418,6.5675675675675675
GD Phillips,New Zealand,2022/23,9,194,227,13,8,1,47,49,4,409,4,85.46255506607929,5.755102040816327
GD Phillips,New Zealand,2023,4,99,113,7,2,1,106,103,3,238,1,87.61061946902655,6.174757281553398
GD Phillips,New Zealand,2023/24,9,214,182,18,10,6,217,225,4,634,4,117.58241758241759,5.786666666666667
GD Phillips,New Zealand,2024/25,5,46,60,3,1,1,76,96,3,142,2,76.66666666666667,4.75
GE Mathurin,West Indies,2011/12,1,0,0,0,0,0,0,0,1,8,1,0.0,0.0
GEF Barnett,Canada,2006/07,2,47,81,6,0,0,0,0,0,75,0,58.0246913580247,0.0
GEF Barnett,Canada,2008,1,1,3,0,0,0,0,0,0,1,0,33.33333333333333,0.0
GEF Barnett,Canada,2009,1,21,40,2,0,0,0,0,0,29,1,52.5,0.0
GEF Barnett,Canada,2010,1,26,61,2,0,0,0,0,0,36,0,42.62295081967213,0.0
GF Linde,South Africa,2021,2,27,31,3,0,3,71,91,1,158,1,87.09677419354838,4.681318681318682
GH Bodi,South Africa,2007,2,83,136,9,1,0,8,6,1,155,2,61.029411764705884,8.0
GH Dockrell,Ireland,2010,4,7,8,0,0,3,83,183,0,182,2,87.5,2.721311475409836
GH Dockrell,Ireland,2010/11,6,42,55,6,0,7,196,286,3,381,2,76.36363636363637,4.111888111888112
GH Dockrell,Ireland,2011,3,13,10,1,1,3,79,146,1,174,2,130.0,3.2465753424657535
GH Dockrell,Ireland,2011/12,2,3,7,0,0,3,47,74,0,106,1,42.857142857142854,3.8108108108108105
GH Dockrell,Ireland,2013,5,8,7,0,0,5,195,280,1,257,2,114.28571428571428,4.178571428571429
GH Dockrell,Ireland,2013/14,1,1,3,0,0,1,48,58,0,55,0,33.33333333333333,4.9655172413793105
GH Dockrell,Ireland,2014,1,18,27,0,0,1,41,62,1,77,0,66.66666666666666,3.9677419354838706
GH Dockrell,Ireland,2014/15,7,54,87,2,3,5,312,322,2,335,4,62.06896551724138,5.813664596273292
GH Dockrell,Ireland,2015/16,3,24,28,3,0,1,108,182,1,161,1,85.71428571428571,3.5604395604395607
GH Dockrell,Ireland,2016/17,4,29,50,3,0,5,146,213,0,258,2,57.99999999999999,4.112676056338028
GH Dockrell,Ireland,2017,6,70,118,4,1,1,221,248,2,226,0,59.32203389830508,5.346774193548387
GH Dockrell,Ireland,2017/18,6,24,43,2,0,5,263,351,1,292,5,55.81395348837209,4.495726495726496
GH Dockrell,Ireland,2019,4,30,52,1,0,0,192,200,1,108,0,57.692307692307686,5.76
GH Dockrell,Ireland,2021,8,151,206,15,3,2,110,102,2,334,2,73.30097087378641,6.470588235294118
GH Dockrell,Ireland,2021/22,3,42,43,4,1,2,43,56,1,146,2,97.67441860465115,4.607142857142857
GH Dockrell,Ireland,2022,3,114,98,13,3,0,0,0,1,206,0,116.3265306122449,0.0
GH Dockrell,Ireland,2022/23,4,87,76,10,2,0,22,18,0,156,1,114.4736842105263,7.333333333333333
GH Dockrell,Ireland,2023,10,354,392,22,10,12,338,378,3,1027,2,90.3061224489796,5.365079365079365
GH Dockrell,Ireland,2023/24,3,8,25,0,0,0,0,0,4,40,2,32.0,0.0
GH Dockrell,Ireland,2024/25,3,38,49,5,0,0,5,6,0,60,1,77.55102040816327,5.0
GH O'Brien,Bermuda,2008,1,2,6,0,0,3,29,62,0,113,1,33.33333333333333,2.8064516129032255
GH Worker,New Zealand,2015,2,41,66,4,0,0,5,6,0,57,1,62.121212121212125,5.0
GH Worker,New Zealand,2015/16,1,0,0,0,0,0,0,0,0,6,1,0.0,0.0
GH Worker,New Zealand,2017,2,67,113,3,1,0,0,0,0,97,2,59.29203539823009,0.0
GH Worker,New Zealand,2017/18,3,117,128,12,2,0,0,0,2,219,3,91.40625,0.0
GH Worker,New Zealand,2018/19,3,47,82,4,0,0,0,0,3,95,1,57.3170731707317,0.0
GHS Garton,England,2021,1,0,0,0,0,0,0,0,1,8,1,0.0,0.0
GI Hume,Ireland,2022,1,7,11,0,0,0,60,56,0,25,0,63.63636363636363,6.428571428571428
GI Hume,Ireland,2022/23,6,5,24,0,0,11,243,261,2,396,1,20.833333333333336,5.586206896551724
GI Hume,Ireland,2023,3,15,12,1,0,3,117,130,0,136,0,125.0,5.3999999999999995
GI Hume,Ireland,2023/24,3,0,0,0,0,6,70,106,0,203,2,0.0,3.962264150943396
GI Hume,Ireland,2024/25,3,31,47,2,2,4,131,161,0,222,1,65.95744680851064,4.881987577639752
GI Maiden,Scotland,2011,1,12,14,1,0,0,0,0,3,44,1,85.71428571428571,0.0
GJ Bailey,Australia,2011/12,5,172,243,11,2,0,0,0,7,314,2,70.78189300411523,0.0
GJ Bailey,Australia,2012,7,246,317,18,3,0,0,0,3,398,2,77.60252365930599,0.0
GJ Bailey,Australia,2012/13,8,323,344,30,7,0,0,0,5,630,5,93.8953488372093,0.0
GJ Bailey,Australia,2013,7,287,340,17,7,0,0,0,4,511,2,84.41176470588235,0.0
GJ Bailey,Australia,2013/14,10,586,552,48,15,0,0,0,4,1086,5,106.15942028985508,0.0
GJ Bailey,Australia,2014,5,125,145,7,4,0,0,0,3,217,2,86.20689655172413,0.0
GJ Bailey,Australia,2014/15,12,245,394,12,4,0,0,0,5,382,11,62.182741116751274,0.0
GJ Bailey,Australia,2015,6,219,295,19,2,0,0,0,0,363,4,74.23728813559322,0.0
GJ Bailey,Australia,2015/16,8,262,300,20,3,0,0,0,3,455,5,87.33333333333333,0.0
GJ Bailey,Australia,2016,9,392,517,29,4,0,0,0,7,652,7,75.8220502901354,0.0
GJ Bailey,Australia,2016/17,9,154,225,11,4,0,0,0,7,293,4,68.44444444444444,0.0
GJ Batty,England,2003/04,2,1,3,0,0,3,72,116,1,126,1,33.33333333333333,3.724137931034483
GJ Batty,England,2004/05,1,0,0,0,0,0,36,60,1,34,1,0.0,3.6
GJ Batty,England,2008/09,3,24,55,1,0,1,72,78,0,75,1,43.63636363636363,5.538461538461538
GJ Delany,Ireland,2019/20,2,33,53,4,1,0,33,12,0,57,0,62.264150943396224,16.5
GJ Delany,Ireland,2020,3,34,51,6,0,1,40,49,1,104,1,66.66666666666666,4.8979591836734695
GJ Delany,Ireland,2020/21,2,36,25,4,0,1,35,30,1,95,1,144.0,7.0
GJ Delany,Ireland,2021/22,3,17,15,1,1,0,0,0,2,49,2,113.33333333333333,0.0
GJ Delany,Ireland,2022,1,22,16,2,1,1,50,42,0,73,0,137.5,7.142857142857143
GJ Delany,Ireland,2022/23,1,1,7,0,0,0,50,36,0,9,0,14.285714285714285,8.333333333333334
GJ Delany,Ireland,2023,6,74,61,3,3,3,160,182,5,281,3,121.31147540983606,5.274725274725275
GJ Hopkins,New Zealand,2004,1,0,0,0,0,0,0,0,3,28,1,0.0,0.0
GJ Hopkins,New Zealand,2007/08,2,9,18,1,0,0,0,0,0,16,0,50.0,0.0
GJ Hopkins,New Zealand,2008,3,32,55,2,0,0,0,0,3,74,1,58.18181818181818,0.0
GJ Hopkins,New Zealand,2009/10,6,141,172,12,2,0,0,0,2,253,2,81.97674418604652,0.0
GJ Hopkins,New Zealand,2010,3,21,40,0,0,0,0,0,6,68,1,52.5,0.0
GJ Hopkins,New Zealand,2010/11,3,33,32,4,0,0,0,0,3,77,0,103.125,0.0
GJ Maxwell,Australia,2012,3,122,105,6,6,0,85,98,1,252,2,116.1904761904762,5.204081632653062
GJ Maxwell,Australia,2012/13,7,78,75,11,2,5,190,228,3,402,6,104.0,5.0
