player,team,season,matches,runs,balls_faced,fours,sixes,wickets,runs_conceded,balls_bowled,catches,fantasy_points,wins,batting_sr,bowling_econ
Misbah-ul-Haq,Pakistan,2010/11,13,482,687,27,5,0,0,0,3,745,9,70.16011644832606,0.0
Misbah-ul-Haq,Pakistan,2011,8,267,351,18,3,0,0,0,5,451,6,76.06837606837607,0.0
Misbah-ul-Haq,Pakistan,2011/12,15,415,686,27,4,0,0,0,8,643,9,60.49562682215743,0.0
Misbah-ul-Haq,Pakistan,2012,7,232,364,16,0,0,0,0,3,352,2,63.73626373626373,0.0
Misbah-ul-Haq,Pakistan,2012/13,8,284,403,25,6,0,0,0,1,474,4,70.47146401985111,0.0
Misbah-ul-Haq,Pakistan,2013,13,693,992,38,13,0,0,0,4,1141,7,69.85887096774194,0.0
Misbah-ul-Haq,Pakistan,2013/14,17,555,741,33,13,0,0,0,6,915,8,74.89878542510121,0.0
Misbah-ul-Haq,Pakistan,2014,3,67,104,6,0,0,0,0,0,95,1,64.42307692307693,0.0
Misbah-ul-Haq,Pakistan,2014/15,13,528,745,35,12,0,0,0,3,853,5,70.87248322147651,0.0
Mohammad Aadil Alam,Nepal,2022,6,70,82,6,3,6,157,272,1,409,2,85.36585365853658,3.4632352941176467
Mohammad Abbas,Pakistan,2018/19,3,0,0,0,0,1,148,167,0,82,0,0.0,5.317365269461078
Mohammad Amir,Pakistan,2009,5,51,69,5,0,9,173,269,2,431,2,73.91304347826086,3.8587360594795537
Mohammad Amir,Pakistan,2009/10,8,108,130,13,3,14,284,427,2,729,3,83.07692307692308,3.9906323185011705
Mohammad Amir,Pakistan,2010,2,8,21,0,0,2,109,123,0,102,0,38.095238095238095,5.317073170731708
Mohammad Amir,Pakistan,2015/16,2,1,8,0,0,5,62,108,0,164,0,12.5,3.4444444444444446
Mohammad Amir,Pakistan,2016,5,64,35,6,4,5,199,242,0,353,2,182.85714285714286,4.9338842975206605
Mohammad Amir,Pakistan,2016/17,7,37,40,2,1,10,345,388,0,455,3,92.5,5.335051546391752
Mohammad Amir,Pakistan,2017,7,37,61,1,0,10,273,364,0,445,5,60.65573770491803,4.5
Mohammad Amir,Pakistan,2017/18,4,22,39,3,0,2,139,174,0,165,0,56.41025641025641,4.793103448275862
Mohammad Amir,Pakistan,2018,6,18,26,1,0,1,156,253,0,171,4,69.23076923076923,3.6996047430830044
Mohammad Amir,Pakistan,2018/19,4,6,13,0,0,2,159,188,0,126,1,46.15384615384615,5.074468085106383
Mohammad Amir,Pakistan,2019,7,11,15,1,0,17,307,388,1,608,4,73.33333333333333,4.747422680412371
Mohammad Amir,Pakistan,2019/20,2,0,0,0,0,4,66,107,0,145,2,0.0,3.7009345794392527
Mohammad Ashraful,Bangladesh,2002/03,4,71,109,8,1,0,33,39,2,150,0,65.13761467889908,5.076923076923077
Mohammad Ashraful,Bangladesh,2003,2,4,9,1,0,0,0,0,0,5,0,44.44444444444444,0.0
Mohammad Ashraful,Bangladesh,2003/04,1,0,2,0,0,0,4,3,0,-2,0,0.0,8.0
Mohammad Ashraful,Bangladesh,2004,6,108,212,9,1,0,4,3,0,156,0,50.943396226415096,8.0
Mohammad Ashraful,Bangladesh,2004/05,4,49,79,4,0,0,0,0,1,75,0,62.0253164556962,0.0
Mohammad Ashraful,Asia XI,2005,1,0,1,0,0,0,0,0,0,-3,0,0.0,0.0
Mohammad Ashraful,Bangladesh,2005,6,169,201,14,3,0,4,1,0,289,1,84.07960199004975,24.0
Mohammad Ashraful,Bangladesh,2005/06,5,137,202,17,0,0,0,0,2,241,1,67.82178217821783,0.0
Mohammad Ashraful,Bangladesh,2006,3,88,77,15,1,0,0,0,1,180,3,114.28571428571428,0.0
Mohammad Ashraful,Bangladesh,2006/07,16,290,438,34,1,0,7,2,2,484,8,66.21004566210046,21.0
Mohammad Ashraful,Bangladesh,2007,5,94,147,8,0,1,1,7,1,169,0,63.94557823129252,0.8571428571428571
Mohammad Ashraful,Bangladesh,2007/08,11,196,253,25,1,0,49,37,1,343,0,77.4703557312253,7.945945945945946
Mohammad Ashraful,Bangladesh,2008,10,268,414,21,1,0,0,0,3,440,1,64.73429951690821,0.0
Mohammad Ashraful,Bangladesh,2008/09,4,120,180,14,0,0,9,24,1,206,2,66.66666666666666,2.25
Mohammad Ashraful,Bangladesh,2009,8,288,399,25,3,2,13,30,2,558,7,72.18045112781954,2.6
Mohammad Ashraful,Bangladesh,2009/10,12,249,406,27,2,1,87,100,3,495,4,61.330049261083744,5.22
Mohammad Ashraful,Bangladesh,2010,4,56,118,3,1,0,28,30,1,86,1,47.45762711864407,5.6
Mohammad Ashraful,Bangladesh,2010/11,3,18,37,3,0,2,52,67,1,112,1,48.64864864864865,4.656716417910448
Mohammad Ashraful,Bangladesh,2011,3,23,66,3,0,0,37,49,0,47,1,34.84848484848485,4.530612244897959
Mohammad Ashraful,Bangladesh,2011/12,2,2,8,0,0,0,17,12,0,3,0,25.0,8.5
Mohammad Ashraful,Bangladesh,2012/13,2,29,45,5,0,0,0,0,0,50,1,64.44444444444444,0.0
Mohammad Ashraful,Bangladesh,2013,3,42,62,5,0,0,0,0,0,66,1,67.74193548387096,0.0
Mohammad Asif,Pakistan,2005/06,10,9,18,1,0,10,340,527,1,530,4,50.0,3.870967741935484
Mohammad Asif,Pakistan,2006,5,4,13,0,0,8,172,290,0,345,2,30.76923076923077,3.5586206896551724
Mohammad Asif,Pakistan,2006/07,4,7,37,0,0,3,127,177,0,151,1,18.91891891891892,4.305084745762712
Mohammad Asif,Asia XI,2007,3,0,0,0,0,4,191,186,2,179,3,0.0,6.161290322580645
Mohammad Asif,Pakistan,2007/08,3,5,3,0,0,5,130,160,0,190,2,166.66666666666669,4.875
Mohammad Asif,Pakistan,2009/10,5,1,21,0,0,8,204,295,1,320,0,4.761904761904762,4.149152542372882
Mohammad Asif,Pakistan,2010,2,0,2,0,0,2,113,116,0,85,1,0.0,5.844827586206897
Mohammad Boota,United Arab Emirates,2017/18,4,75,122,5,1,0,0,0,0,115,0,61.47540983606557,0.0
Mohammad Boota,United Arab Emirates,2018/19,2,62,39,5,4,0,10,12,0,128,1,158.97435897435898,5.0
Mohammad Boota,United Arab Emirates,2019,1,36,79,2,1,0,0,0,0,52,0,45.56962025316456,0.0
Mohammad Hafeez,Pakistan,2002/03,4,100,194,9,1,5,82,147,2,357,4,51.546391752577314,3.3469387755102042
Mohammad Hafeez,Pakistan,2003,9,235,431,30,0,8,202,324,3,734,5,54.524361948955914,3.740740740740741
Mohammad Hafeez,Pakistan,2003/04,5,33,110,5,0,5,129,216,2,267,2,30.0,3.5833333333333335
Mohammad Hafeez,Pakistan,2004/05,6,35,93,3,0,3,161,177,4,207,3,37.634408602150536,5.4576271186440675
Mohammad Hafeez,Pakistan,2006,5,65,105,10,1,2,87,137,2,228,2,61.904761904761905,3.81021897810219
Mohammad Hafeez,Pakistan,2006/07,12,226,296,24,3,6,243,339,4,688,5,76.35135135135135,4.300884955752212
Mohammad Hafeez,Pakistan,2007/08,1,6,24,0,0,0,43,61,0,28,0,25.0,4.229508196721311
Mohammad Hafeez,Pakistan,2010,5,167,258,19,1,0,128,162,2,351,2,64.72868217054264,4.7407407407407405
Mohammad Hafeez,Pakistan,2010/11,19,584,728,72,4,17,503,744,4,1748,11,80.21978021978022,4.056451612903226
Mohammad Hafeez,Pakistan,2011,8,455,555,41,7,8,256,399,0,1159,6,81.98198198198197,3.8496240601503757
Mohammad Hafeez,Pakistan,2011/12,16,493,746,55,2,14,442,830,5,1585,10,66.08579088471849,3.195180722891566
Mohammad Hafeez,Pakistan,2012,8,162,252,12,3,9,223,408,0,655,2,64.28571428571429,3.2794117647058822
Mohammad Hafeez,Pakistan,2012/13,8,215,254,25,4,6,282,425,1,703,4,84.64566929133859,3.9811764705882355
Mohammad Hafeez,Pakistan,2013,14,517,606,48,12,7,360,624,6,1388,7,85.31353135313532,3.4615384615384617
Mohammad Hafeez,Pakistan,2013/14,16,717,912,63,11,10,579,779,9,1843,8,78.61842105263158,4.459563543003851
Mohammad Hafeez,Pakistan,2014,3,84,89,14,0,4,70,109,3,320,1,94.3820224719101,3.8532110091743115
Mohammad Hafeez,Pakistan,2014/15,6,204,243,19,5,0,0,0,0,369,2,83.9506172839506,0.0
Mohammad Hafeez,Pakistan,2015,11,462,519,46,12,5,222,268,4,1094,5,89.01734104046243,4.970149253731344
Mohammad Hafeez,Pakistan,2015/16,9,352,442,32,10,0,0,0,5,661,3,79.63800904977376,0.0
Mohammad Hafeez,Pakistan,2016,2,48,75,6,1,0,0,0,1,90,1,64.0,0.0
Mohammad Hafeez,Pakistan,2016/17,5,123,175,11,1,0,192,237,4,311,1,70.28571428571428,4.860759493670886
Mohammad Hafeez,Pakistan,2017,8,349,395,26,12,4,197,273,5,859,6,88.35443037974684,4.329670329670329
Mohammad Hafeez,Pakistan,2017/18,10,231,308,23,5,3,120,234,3,594,5,75.0,3.076923076923077
Mohammad Hafeez,Pakistan,2018/19,8,195,221,19,3,1,118,157,3,425,3,88.23529411764706,4.509554140127388
Mohammad Hafeez,Pakistan,2019,9,293,316,23,8,2,251,253,5,664,4,92.72151898734177,5.952569169960475
Mohammad Haris,Pakistan,2022,4,10,18,1,0,0,0,0,4,73,4,55.55555555555556,0.0
Mohammad Haris,Pakistan,2023,2,20,18,1,1,0,0,0,1,38,1,111.11111111111111,0.0
Mohammad Hasnain,Pakistan,2018/19,3,0,1,0,0,2,153,141,0,87,0,0.0,6.51063829787234
Mohammad Hasnain,Pakistan,2019,2,28,17,4,1,3,139,112,1,170,0,164.70588235294116,7.446428571428571
Mohammad Hasnain,Pakistan,2020/21,1,3,3,0,0,5,25,61,0,178,0,100.0,2.459016393442623
Mohammad Hasnain,Pakistan,2021,2,12,5,3,0,2,123,123,0,120,1,240.0,6.0
Mohammad Hasnain,Pakistan,2022/23,1,4,2,1,0,0,37,42,0,22,0,200.0,5.285714285714286
Mohammad Hasnain,Pakistan,2024/25,5,6,6,1,0,5,177,216,1,224,3,100.0,4.916666666666667
Mohammad Iqbal,Canada,2007/08,2,33,56,6,0,0,0,0,0,67,0,58.92857142857143,0.0
Mohammad Irfan,Pakistan,2010,2,3,5,0,0,0,76,76,0,28,0,60.0,6.0
Mohammad Irfan,Pakistan,2012/13,7,4,12,1,0,14,271,362,1,509,4,33.33333333333333,4.49171270718232
Mohammad Irfan,Pakistan,2013,13,6,17,1,0,16,426,669,3,732,6,35.294117647058826,3.820627802690583
Mohammad Irfan,Pakistan,2013/14,5,8,29,1,0,9,229,296,0,343,1,27.586206896551722,4.641891891891892
Mohammad Irfan,Pakistan,2014,3,6,15,1,0,3,142,163,0,138,1,40.0,5.226993865030675
Mohammad Irfan,Pakistan,2014/15,15,17,44,0,2,23,652,846,3,957,5,38.63636363636363,4.624113475177305
Mohammad Irfan,Pakistan,2015,5,4,7,1,0,4,246,292,0,225,3,57.14285714285714,5.054794520547945
Mohammad Irfan,Pakistan,2015/16,9,0,23,0,0,12,357,477,2,487,3,0.0,4.490566037735849
Mohammad Irfan,Pakistan,2016,1,0,0,0,0,2,23,33,1,79,0,0.0,4.181818181818182
Mohammad Kashif,Netherlands,2006/07,4,1,11,0,0,4,91,114,1,159,2,9.090909090909092,4.7894736842105265
Mohammad Khalil,Pakistan,2004/05,3,0,0,0,0,5,135,153,2,191,2,0.0,5.294117647058823
Mohammad Mithun,Bangladesh,2014,1,26,43,5,0,0,0,0,0,50,0,60.46511627906976,0.0
Mohammad Mithun,Bangladesh,2017/18,1,10,27,0,1,0,0,0,1,20,0,37.03703703703704,0.0
Mohammad Mithun,Bangladesh,2018,4,134,177,10,2,0,0,0,1,218,2,75.70621468926554,0.0
Mohammad Mithun,Bangladesh,2018/19,6,187,242,16,5,0,0,0,2,327,4,77.27272727272727,0.0
Mohammad Mithun,Bangladesh,2019,9,133,187,10,4,0,0,0,1,206,4,71.12299465240642,0.0
Mohammad Mithun,Bangladesh,2019/20,3,82,59,8,2,0,0,0,1,154,3,138.98305084745763,0.0
Mohammad Mithun,Bangladesh,2020/21,3,88,128,7,2,0,10,13,0,138,0,68.75,4.615384615384616
Mohammad Mithun,Bangladesh,2021,4,51,85,5,0,0,0,0,0,70,4,60.0,0.0
Mohammad Nadeem,Oman,2019,4,40,95,1,0,0,23,18,1,56,3,42.10526315789473,7.666666666666667
Mohammad Nadeem,Oman,2019/20,6,172,256,10,3,9,209,230,2,575,5,67.1875,5.452173913043478
Mohammad Nadeem,Oman,2021,5,98,213,4,1,3,93,138,0,253,3,46.009389671361504,4.043478260869565
Mohammad Nadeem,Oman,2021/22,3,19,45,2,0,3,131,147,1,157,1,42.22222222222222,5.346938775510204
Mohammad Nadeem,Oman,2022,5,75,83,6,1,0,49,46,2,150,3,90.36144578313254,6.391304347826087
Mohammad Nadeem,Oman,2023,9,266,381,27,2,2,171,181,0,523,2,69.81627296587926,5.668508287292817
Mohammad Nadeem,Oman,2024/25,3,27,64,2,0,0,0,0,0,33,3,42.1875,0.0
Mohammad Naim,Bangladesh,2019/20,1,0,0,0,0,0,0,0,2,16,1,0.0,0.0
Mohammad Naim,Bangladesh,2021,1,1,2,0,0,0,0,0,0,1,0,50.0,0.0
Mohammad Naim,Bangladesh,2022,1,0,0,0,0,0,0,0,1,8,0,0.0,0.0
Mohammad Naim,Bangladesh,2023,3,57,97,8,0,0,0,0,0,87,0,58.76288659793815,0.0
Mohammad Naveed,United Arab Emirates,2014,1,16,25,0,1,1,15,39,0,78,1,64.0,2.3076923076923075
Mohammad Naveed,United Arab Emirates,2014/15,6,73,62,6,5,8,295,314,1,448,0,117.74193548387098,5.6369426751592355
Mohammad Naveed,United Arab Emirates,2016,2,3,7,0,0,2,100,102,0,85,0,42.857142857142854,5.882352941176471
Mohammad Naveed,United Arab Emirates,2016/17,4,57,47,7,3,4,137,213,1,306,2,121.27659574468086,3.859154929577465
Mohammad Naveed,United Arab Emirates,2017,2,2,10,0,0,1,76,79,1,58,1,20.0,5.772151898734178
Mohammad Naveed,United Arab Emirates,2017/18,9,73,82,9,2,19,450,475,0,772,3,89.02439024390245,5.684210526315789
Mohammad Naveed,United Arab Emirates,2018,1,0,1,0,0,3,47,61,1,100,1,0.0,4.622950819672131
Mohammad Naveed,United Arab Emirates,2018/19,3,30,12,1,3,5,121,172,0,255,1,250.0,4.220930232558139
Mohammad Naveed,United Arab Emirates,2019,3,21,21,0,2,2,78,104,0,131,0,100.0,4.5
Mohammad Nawaz,Pakistan,2022,6,50,70,1,3,11,251,351,2,507,6,71.42857142857143,4.2905982905982905
Mohammad Nawaz,Pakistan,2022/23,3,11,15,0,1,6,124,181,2,251,1,73.33333333333333,4.110497237569061
Mohammad Nawaz,Pakistan,2023,6,31,34,4,0,1,215,223,3,172,4,91.17647058823529,5.7847533632287
Mohammad Nawaz,Pakistan,2023/24,5,81,100,5,3,2,223,227,1,258,2,81.0,5.894273127753304
Mohammad Nawaz (3),Pakistan,2016,5,119,127,11,0,2,191,203,1,306,2,93.7007874015748,5.6453201970443345
Mohammad Nawaz (3),Pakistan,2016/17,4,24,35,0,1,7,166,207,0,287,3,68.57142857142857,4.811594202898551
Mohammad Nawaz (3),Pakistan,2017/18,1,23,13,3,1,0,43,60,1,75,0,176.9230769230769,4.3
Mohammad Nawaz (3),Pakistan,2018,3,23,36,1,0,2,116,154,0,128,1,63.888888888888886,4.51948051948052
Mohammad Nawaz (3),Pakistan,2019/20,1,0,0,0,0,1,24,24,0,33,1,0.0,6.0
Mohammad Nawaz (3),Pakistan,2021,1,4,10,0,0,3,34,42,0,93,1,40.0,4.857142857142857
Mohammad Rafique,Bangladesh,2002/03,5,59,79,5,2,2,128,179,0,224,0,74.68354430379746,4.290502793296089
Mohammad Rafique,Bangladesh,2003,6,38,73,6,0,4,218,304,2,299,0,52.054794520547944,4.302631578947369
Mohammad Rafique,Bangladesh,2003/04,2,40,43,6,0,0,70,69,0,88,0,93.02325581395348,6.086956521739131
Mohammad Rafique,Bangladesh,2004,6,71,120,3,1,1,225,287,0,227,0,59.166666666666664,4.70383275261324
Mohammad Rafique,Bangladesh,2004/05,4,91,99,9,5,4,160,244,0,374,1,91.91919191919192,3.934426229508197
Mohammad Rafique,Bangladesh,2005,6,58,94,5,2,3,269,318,2,295,1,61.702127659574465,5.0754716981132075
Mohammad Rafique,Bangladesh,2005/06,6,36,69,3,0,8,185,302,0,368,1,52.17391304347826,3.6754966887417218
Mohammad Rafique,Bangladesh,2006,4,0,7,0,0,2,103,199,0,147,4,0.0,3.105527638190955
Mohammad Rafique,Bangladesh,2006/07,15,74,128,2,2,14,495,791,2,800,7,57.8125,3.754740834386852
Mohammad Rafique,Asia XI,2007,2,1,6,0,0,5,125,122,0,163,2,16.666666666666664,6.147540983606557
Mohammad Rafique,Bangladesh,2007,2,24,27,0,2,3,105,121,1,159,0,88.88888888888889,5.206611570247934
Mohammad Rizwan,Pakistan,2015,8,220,221,23,2,0,0,0,7,428,3,99.5475113122172,0.0
Mohammad Rizwan,Pakistan,2015/16,7,128,154,8,3,0,0,0,3,224,2,83.11688311688312,0.0
Mohammad Rizwan,Pakistan,2016,2,40,48,4,0,0,0,0,2,78,1,83.33333333333334,0.0
Mohammad Rizwan,Pakistan,2016/17,8,72,101,3,0,0,0,0,12,208,4,71.28712871287128,0.0
Mohammad Rizwan,Pakistan,2018/19,7,245,279,23,1,0,0,0,5,474,1,87.81362007168458,0.0
Mohammad Rizwan,Pakistan,2020/21,3,25,61,0,0,0,0,0,3,43,2,40.98360655737705,0.0
Mohammad Rizwan,Pakistan,2021,6,134,143,16,0,0,0,0,5,255,2,93.7062937062937,0.0
Mohammad Rizwan,Pakistan,2021/22,2,33,45,0,0,0,0,0,2,55,1,73.33333333333333,0.0
Mohammad Rizwan,Pakistan,2022,5,168,211,8,3,0,0,0,4,276,5,79.62085308056872,0.0
Mohammad Rizwan,Pakistan,2022/23,3,182,212,14,1,0,0,0,1,318,1,85.84905660377359,0.0
Mohammad Rizwan,Pakistan,2023,10,356,366,33,5,0,0,0,16,758,6,97.26775956284153,0.0
Mohammad Rizwan,Pakistan,2023/24,8,387,409,38,4,0,0,0,10,753,4,94.62102689486552,0.0
Mohammad Rizwan,Pakistan,2024/25,9,264,330,20,8,0,0,0,17,602,7,80.0,0.0
Mohammad Saifuddin,Bangladesh,2017/18,3,30,46,2,1,1,75,66,1,87,1,65.21739130434783,6.818181818181818
Mohammad Saifuddin,Bangladesh,2018/19,7,145,213,10,1,6,288,360,0,506,4,68.07511737089203,4.8
Mohammad Saifuddin,Bangladesh,2019,9,85,74,12,1,16,480,465,1,725,5,114.86486486486487,6.193548387096774
Mohammad Saifuddin,Bangladesh,2019/20,2,28,16,0,3,7,57,87,1,273,2,175.0,3.9310344827586206
Mohammad Saifuddin,Bangladesh,2020/21,2,12,6,1,0,3,91,101,0,124,1,200.0,5.405940594059406
Mohammad Saifuddin,Bangladesh,2021,5,60,84,4,0,7,203,198,1,318,5,71.42857142857143,6.151515151515151
Mohammad Salman,Pakistan,2011,4,22,40,2,0,0,0,0,2,67,2,55.00000000000001,0.0
Mohammad Sami,Pakistan,2002/03,4,23,15,1,2,9,121,219,0,379,4,153.33333333333334,3.315068493150685
Mohammad Sami,Pakistan,2003,8,33,55,2,1,11,259,434,2,548,4,60.0,3.580645161290323
Mohammad Sami,Pakistan,2003/04,11,78,88,1,3,21,438,652,2,940,6,88.63636363636364,4.030674846625767
Mohammad Sami,Pakistan,2004,7,19,36,0,1,6,215,315,1,317,4,52.77777777777778,4.095238095238095
Mohammad Sami,Pakistan,2004/05,5,14,35,1,0,5,241,296,1,260,3,40.0,4.885135135135135
Mohammad Sami,Pakistan,2005/06,4,14,20,1,0,6,154,184,1,248,1,70.0,5.021739130434782
Mohammad Sami,Pakistan,2006/07,5,65,113,6,1,6,167,251,0,355,2,57.52212389380531,3.9920318725099597
Mohammad Sami,Pakistan,2012,2,0,0,0,0,3,90,98,1,131,1,0.0,5.510204081632653
Mohammad Sami,Pakistan,2015,2,0,0,0,0,0,114,98,0,32,2,0.0,6.979591836734694
Mohammad Shahzad,United Arab Emirates,2014,1,0,2,0,0,4,25,61,0,135,1,0.0,2.459016393442623
Mohammad Shahzad,United Arab Emirates,2016,2,49,66,5,2,4,105,97,0,217,0,74.24242424242425,6.494845360824741
Mohammad Talha,Pakistan,2013/14,3,0,1,0,0,4,138,126,0,138,2,0.0,6.571428571428571
Mohammad Tauqir,United Arab Emirates,2008,2,26,39,4,0,2,52,79,1,126,0,66.66666666666666,3.949367088607595
Mohammad Tauqir,United Arab Emirates,2014/15,6,8,44,0,0,4,227,267,0,192,0,18.181818181818183,5.101123595505618
Mohammad Wasim,Pakistan,2021/22,3,0,1,0,0,5,149,174,1,205,2,0.0,5.137931034482759
Mohammad Wasim,Pakistan,2022,5,34,36,2,2,10,183,237,0,402,5,94.44444444444444,4.632911392405063
Mohammad Wasim,Pakistan,2022/23,3,17,20,1,0,3,120,124,0,149,1,85.0,5.806451612903225
Mohammad Wasim,Pakistan,2023,4,6,4,0,1,6,136,156,2,251,2,150.0,5.230769230769231
Mohammad Wasim,Pakistan,2023/24,4,23,26,2,2,10,203,236,1,393,2,88.46153846153845,5.161016949152542
Mohammad Yousuf,Pakistan,2005/06,13,423,599,38,0,0,0,0,4,679,5,70.6176961602671,0.0
Mohammad Yousuf,Pakistan,2006,4,149,288,9,1,0,0,0,0,207,2,51.736111111111114,0.0
Mohammad Yousuf,Pakistan,2006/07,12,453,614,46,2,1,0,1,0,774,4,73.7785016286645,0.0
Mohammad Yousuf,Asia XI,2007,3,119,129,8,2,0,0,0,2,205,3,92.24806201550388,0.0
Mohammad Yousuf,Pakistan,2007/08,19,993,1252,73,5,0,0,0,1,1565,13,79.31309904153355,0.0
Mohammad Yousuf,Pakistan,2008,6,168,170,23,0,0,0,0,0,290,3,98.82352941176471,0.0
Mohammad Yousuf,Pakistan,2009,3,53,77,6,0,0,0,0,0,81,2,68.83116883116884,0.0
Mohammad Yousuf,Pakistan,2009/10,10,329,475,29,2,0,0,0,4,535,3,69.26315789473684,0.0
Mohammad Yousuf,Pakistan,2010,5,93,132,4,1,0,0,0,1,125,2,70.45454545454545,0.0
Mohammad Yousuf,Pakistan,2010/11,1,3,5,0,0,0,0,0,0,3,0,60.0,0.0
Mohammed Qasim,United Arab Emirates,2016/17,2,47,85,6,0,0,0,0,1,83,2,55.294117647058826,0.0
Mohammed Qasim,United Arab Emirates,2017,2,44,94,4,0,2,43,78,1,152,1,46.808510638297875,3.3076923076923075
Mohammed Shami,India,2012/13,5,1,12,0,0,4,167,235,0,214,4,8.333333333333332,4.263829787234043
Mohammed Shami,India,2013,6,6,2,0,1,6,241,334,2,312,5,300.0,4.3293413173652695
Mohammed Shami,India,2013/14,17,46,57,1,3,38,947,916,3,1368,5,80.7017543859649,6.203056768558953
Mohammed Shami,India,2014,4,0,2,0,0,8,148,199,1,282,3,0.0,4.462311557788945
Mohammed Shami,India,2014/15,13,56,61,6,2,29,526,698,6,1182,8,91.80327868852459,4.521489971346705
Mohammed Shami,India,2017,2,1,2,0,0,4,81,120,0,157,1,50.0,4.05
Mohammed Shami,India,2017/18,1,6,6,1,0,0,61,61,0,34,0,100.0,6.0
Mohammed Shami,India,2018/19,13,15,19,2,0,22,624,724,5,875,9,78.94736842105263,5.171270718232044
Mohammed Shami,India,2019,6,4,10,0,0,14,240,267,3,500,4,40.0,5.393258426966292
Mohammed Shami,India,2019/20,7,11,17,1,0,13,406,396,2,505,4,64.70588235294117,6.151515151515151
Mohammed Shami,India,2020/21,2,14,15,1,1,4,130,116,1,168,0,93.33333333333333,6.724137931034483
Mohammed Shami,India,2022,3,23,28,2,1,4,113,148,0,190,2,82.14285714285714,4.581081081081081
Mohammed Shami,India,2022/23,8,20,17,1,1,10,282,331,0,435,6,117.64705882352942,5.11178247734139
Mohammed Shami,India,2023,2,6,6,1,0,3,58,93,0,127,1,100.0,3.7419354838709675
Mohammed Shami,India,2023/24,9,10,20,1,0,30,328,398,2,1001,8,50.0,4.944723618090452
Mohammed Siraj,India,2018/19,1,0,0,0,0,0,73,63,0,21,1,0.0,6.9523809523809526
Mohammed Siraj,India,2021/22,3,7,11,1,0,5,87,162,0,215,3,63.63636363636363,3.2222222222222223
Mohammed Siraj,India,2022,6,2,3,0,0,8,206,304,0,343,6,66.66666666666666,4.065789473684211
Mohammed Siraj,India,2022/23,14,21,51,1,0,30,463,634,5,1107,9,41.17647058823529,4.381703470031545
Mohammed Siraj,India,2023,5,6,21,0,0,10,116,164,1,365,4,28.57142857142857,4.2439024390243905
Mohammed Siraj,India,2023/24,11,10,17,1,0,15,444,512,0,591,9,58.82352941176471,5.203125
Mohammed Siraj,India,2024,3,9,30,0,0,3,155,152,0,144,0,30.0,6.11842105263158
Moin Khan,Pakistan,2003/04,8,210,227,17,3,0,0,0,9,432,5,92.51101321585902,0.0
Moin Khan,Pakistan,2004,7,43,57,3,0,0,0,0,6,109,4,75.43859649122807,0.0
Moin Khan,Pakistan,2004/05,2,21,34,1,0,0,0,0,1,45,1,61.76470588235294,0.0
Mominul Haque,Bangladesh,2012/13,5,80,121,8,1,2,20,31,2,208,3,66.11570247933885,3.8709677419354835
Mominul Haque,Bangladesh,2013,2,62,123,5,0,0,7,6,2,102,1,50.40650406504065,7.0
Mominul Haque,Bangladesh,2013/14,8,257,292,35,0,4,70,96,0,573,2,88.01369863013699,4.375
Mominul Haque,Bangladesh,2014,2,11,31,0,0,0,19,6,0,13,0,35.483870967741936,19.0
Mominul Haque,Bangladesh,2014/15,4,80,100,5,0,0,18,18,0,118,3,80.0,6.0
Mominul Haque,Bangladesh,2018,1,5,4,1,0,0,0,0,0,9,1,125.0,0.0
Moniruzzaman,Bangladesh,2003/04,2,1,20,0,0,0,0,0,0,-2,0,5.0,0.0
Mosaddek Hossain,Bangladesh,2016/17,9,164,190,17,4,2,215,216,3,419,2,86.31578947368422,5.972222222222222
Mosaddek Hossain,Bangladesh,2017,6,75,92,10,0,3,114,147,3,275,3,81.52173913043478,4.653061224489796
Mosaddek Hossain,Bangladesh,2018,5,27,57,1,0,0,70,91,1,67,3,47.368421052631575,4.615384615384616
Mosaddek Hossain,Bangladesh,2019,10,173,182,13,5,2,294,330,4,477,4,95.05494505494505,5.345454545454546
Mosaddek Hossain,Bangladesh,2021,5,71,109,4,1,0,55,52,3,146,4,65.13761467889908,6.346153846153847
Mosaddek Hossain,Bangladesh,2022,3,14,25,1,1,3,121,180,2,192,2,56.00000000000001,4.033333333333333
Mosharraf Hossain,Bangladesh,2007/08,3,15,44,0,0,1,97,135,0,86,0,34.090909090909086,4.311111111111111
Mosharraf Hossain,Bangladesh,2016/17,1,7,20,0,0,0,23,18,0,9,0,35.0,7.666666666666667
Mrittunjoy Chowdhury,Bangladesh,2023,1,8,11,0,0,0,61,51,2,39,1,72.72727272727273,7.176470588235294
Mudassar Bukhari,Netherlands,2007,1,0,0,0,0,0,14,20,0,10,0,0.0,4.2
Mudassar Bukhari,Netherlands,2008,1,1,4,0,0,0,9,12,0,5,0,25.0,4.5
Mudassar Bukhari,Netherlands,2010,1,7,27,0,0,0,18,24,0,13,0,25.925925925925924,4.5
Mudassar Bukhari,Netherlands,2010/11,6,68,92,4,3,5,245,293,0,354,0,73.91304347826086,5.017064846416382
Mudassar Bukhari,Netherlands,2011,1,28,22,1,1,3,21,54,0,149,0,127.27272727272727,2.3333333333333335
Mudassar Bukhari,Netherlands,2013,3,18,33,0,0,4,62,114,0,176,1,54.54545454545454,3.263157894736842
Mudassar Bukhari,Netherlands,2013/14,2,4,4,0,0,3,106,89,1,112,1,100.0,7.146067415730337
